text,label,template
"Since my kidney stone, I have heavy bleeding that won't stop since yesterday",RED,en:I have heavy bleeding that won't stop {t}
I have stage 3 kidney disease and I can't breathe properly since this afternoon,RED,en:I can't breathe properly {t}
I have had no energy at all this morning,YELLOW,en:I have had no energy at all {t}
"Since my kidney stone, there is red in the toilet after I pee this morning",RED,en:there is red in the toilet after I pee {t}
I have CKD and I go lightheaded when I stand up for the last two days,YELLOW,en:I go lightheaded when I stand up {t}
"Since my kidney stone, I've been really itchy all over for a few days now",YELLOW,en:I've been really itchy all over {t}
"Hi, can I switch to an evening dialysis slot?",GREEN,en:can I switch to an evening dialysis slot?
Quick question - is it okay to have oranges with my potassium levels?,GREEN,en:is it okay to have oranges with my potassium levels?
I had a kidney transplant last year and I brought up blood this morning,RED,en:I brought up blood {t}
"Hi, can I get a medical certificate for work?",GREEN,en:can I get a medical certificate for work?
"আসসালামু আলাইকুম, পরের ভিজিট কবে?",GREEN,bn:পরের ভিজিট কবে?
"Since my kidney stone, I have gone off my food over the past week",YELLOW,en:I have gone off my food {t}
"কিডনি রোগী হিসেবে বলছি, গতকাল থেকে প্রস্রাবে রক্ত যাচ্ছে",RED,bn:{t}প্রস্রাবে রক্ত যাচ্ছে
"Hello, can I pay my bill online?",GREEN,en:can I pay my bill online?
I'm on dialysis and my urine is the colour of blood this morning,RED,en:my urine is the colour of blood {t}
I had a kidney transplant last year and I brought up blood for a few days now,RED,en:I brought up blood {t}
I have stage 3 kidney disease and my urine has an unusual smell this morning,YELLOW,en:my urine has an unusual smell {t}
"Please, I need to reschedule my appointment next week",GREEN,en:I need to reschedule my appointment next week
I have CKD and I can't breathe properly since last night,RED,en:I can't breathe properly {t}
My back is hurting near my kidneys for a few days now,YELLOW,en:my back is hurting near my kidneys {t}
Can I switch to an evening dialysis slot?,GREEN,en:can I switch to an evening dialysis slot?
কাল রাত থেকে মুখে ধাতব স্বাদ লাগছে,YELLOW,bn:{t}মুখে ধাতব স্বাদ লাগছে
"Hi, how many cups of fluid can I have daily?",GREEN,en:how many cups of fluid can I have daily?
"কিডনি রোগী হিসেবে বলছি, মুখ ফুলে গেছে",YELLOW,bn:{t}মুখ ফুলে গেছে
"কিডনি রোগী হিসেবে বলছি, কয়েকদিন ধরে পায়ে খিল ধরছে",YELLOW,bn:{t}পায়ে খিল ধরছে
I had a kidney transplant last year and I have heavy bleeding that won't stop this morning,RED,en:I have heavy bleeding that won't stop {t}
My hands and feet feel swollen since yesterday,YELLOW,en:my hands and feet feel swollen {t}
I have stage 3 kidney disease and there's a metallic taste in my mouth since last night,YELLOW,en:there's a metallic taste in my mouth {t}
I'm on dialysis and my side hurts near where my kidney is this morning,YELLOW,en:my side hurts near where my kidney is {t}
My doctor said I have reduced kidney function and my blood pressure reads dangerously high with a pounding headache and blurry vision,RED,en:my blood pressure reads dangerously high with a pounding headache and blurry vision
"Hi, how do I sign up for the patient portal?",GREEN,en:how do I sign up for the patient portal?
I had a kidney transplant last year and I have a dull ache in my kidney area for a few days now,YELLOW,en:I have a dull ache in my kidney area {t}
"Please, is there parking available at the clinic?",GREEN,en:is there parking available at the clinic?
"আসসালামু আলাইকুম, ক্লিনিক কি শুক্রবার খোলা থাকে?",GREEN,bn:ক্লিনিক কি শুক্রবার খোলা থাকে?
I have CKD and I haven't passed any urine since last night,RED,en:I haven't passed any urine {t}
"As a kidney patient, I feel dizzy when I stand up since last night",YELLOW,en:I feel dizzy when I stand up {t}
My doctor said I have reduced kidney function and I am badly out of breath for the last two days,RED,en:I am badly out of breath {t}
"As a kidney patient, my abdominal pain is severe and I also have a high fever over the past week",RED,en:my abdominal pain is severe and I also have a high fever {t}
একটা প্রশ্ন ছিল - দিনে কতটুকু পানি খাব?,GREEN,bn:দিনে কতটুকু পানি খাব?
This is the worst headache I've ever had since yesterday,RED,en:this is the worst headache I've ever had {t}
"Hi, I have a mild stomach ache after eating spicy food, is that normal?",GREEN,"en:I have a mild stomach ache after eating spicy food, is that normal?"
"Hi, are my last lab results available yet?",GREEN,en:are my last lab results available yet?
I have CKD and I have a mild headache for the last two days,YELLOW,en:I have a mild headache {t}
I'm on dialysis and my whole body is swelling and I feel like I'm drowning when I lie down,RED,en:my whole body is swelling and I feel like I'm drowning when I lie down
"আমার কিডনি রোগ আছে, দুই দিন ধরে খুব দুর্বল লাগছে",YELLOW,bn:{t}খুব দুর্বল লাগছে
My heartbeat feels irregular and I'm very weak and dizzy for a few days now,RED,en:my heartbeat feels irregular and I'm very weak and dizzy {t}
I'm on dialysis and I've had a headache on and off for a few days now,YELLOW,en:I've had a headache on and off {t}
I feel dizzy when I stand up since yesterday,YELLOW,en:I feel dizzy when I stand up {t}
My doctor said I have reduced kidney function and I am so swollen that I cannot sleep lying down over the past week,RED,en:I am so swollen that I cannot sleep lying down {t}
"আমি ডায়ালাইসিস নিচ্ছি, দুই দিন ধরে প্রস্রাবের সাথে রক্ত যাচ্ছে",RED,bn:{t}প্রস্রাবের সাথে রক্ত যাচ্ছে
"আমার কিডনির কার্যক্ষমতা কমে গেছে, আজ সকাল থেকে খুব ক্লান্ত লাগছে",YELLOW,bn:{t}খুব ক্লান্ত লাগছে
I have CKD and I've had a dull headache and feel a bit off over the past week,YELLOW,en:I've had a dull headache and feel a bit off {t}
I had a kidney transplant last year and there is red in the toilet after I pee this morning,RED,en:there is red in the toilet after I pee {t}
I had a kidney transplant last year and my urine has an unusual smell since yesterday,YELLOW,en:my urine has an unusual smell {t}
"আমার কিডনির কার্যক্ষমতা কমে গেছে, দুই দিন ধরে আমি জ্ঞান হারিয়ে ফেলেছিলাম",RED,bn:{t}আমি জ্ঞান হারিয়ে ফেলেছিলাম
"Since my kidney stone, I have not been able to pee since this afternoon",RED,en:I have not been able to pee {t}
I have stage 3 kidney disease and my blood pressure has been higher than usual since last night,YELLOW,en:my blood pressure has been higher than usual {t}
"As a kidney patient, I fainted for the last two days",RED,en:I fainted {t}
"কিডনি রোগী হিসেবে বলছি, কয়েকদিন ধরে দম বন্ধ হয়ে আসছে",RED,bn:{t}দম বন্ধ হয়ে আসছে
"Good morning, can I eat bananas on my current diet?",GREEN,en:can I eat bananas on my current diet?
"Hi, which foods are high in potassium that I should avoid?",GREEN,en:which foods are high in potassium that I should avoid?
I had a kidney transplant last year and I have a headache this morning,YELLOW,en:I have a headache {t}
My doctor said I have reduced kidney function and my urine looks foamy since this afternoon,YELLOW,en:my urine looks foamy {t}
"Since my kidney stone, I've been peeing blood since this afternoon",RED,en:I've been peeing blood {t}
I have CKD and I am badly out of breath since yesterday,RED,en:I am badly out of breath {t}
"আমার কিডনির কার্যক্ষমতা কমে গেছে, কয়েকদিন ধরে দম বন্ধ হয়ে আসছে",RED,bn:{t}দম বন্ধ হয়ে আসছে
"Good morning, is it normal to get an occasional mild headache?",GREEN,en:is it normal to get an occasional mild headache?
My urination has decreased this morning,YELLOW,en:my urination has decreased {t}
"As a kidney patient, I've been short of breath since this afternoon",RED,en:I've been short of breath {t}
"আমার কিডনি রোগ আছে, গতকাল থেকে বুকে চাপ লাগছে",RED,bn:{t}বুকে চাপ লাগছে
"As a kidney patient, I've been sleeping badly and feel restless since yesterday",YELLOW,en:I've been sleeping badly and feel restless {t}
"Please, when is my next follow-up scheduled?",GREEN,en:when is my next follow-up scheduled?
I've been urinating less than usual for a few days now,YELLOW,en:I've been urinating less than usual {t}
I have stage 3 kidney disease and my skin itches badly since this afternoon,YELLOW,en:my skin itches badly {t}
I've been really itchy all over this morning,YELLOW,en:I've been really itchy all over {t}
I have CKD and I have no urine output for the last two days,RED,en:I have no urine output {t}
I have severe abdominal pain that won't go away since this afternoon,RED,en:I have severe abdominal pain that won't go away {t}
"Since my kidney stone, my heartbeat feels irregular and I'm very weak and dizzy since yesterday",RED,en:my heartbeat feels irregular and I'm very weak and dizzy {t}
I had a kidney transplant last year and my chest feels squeezed since yesterday,RED,en:my chest feels squeezed {t}
I had a kidney transplant last year and my hands and feet feel swollen for the last two days,YELLOW,en:my hands and feet feel swollen {t}
Blood is coming through my urine this morning,RED,en:blood is coming through my urine {t}
"Since my kidney stone, I have severe pain in my side with a high fever and shaking chills since yesterday",RED,en:I have severe pain in my side with a high fever and shaking chills {t}
"আমার কিডনির কার্যক্ষমতা কমে গেছে, কয়েকদিন ধরে খেতে ইচ্ছে করছে না",YELLOW,bn:{t}খেতে ইচ্ছে করছে না
"Since my kidney stone, my urine has an unusual smell this morning",YELLOW,en:my urine has an unusual smell {t}
I'm on dialysis and my blood pressure reads dangerously high with a pounding headache and blurry vision,RED,en:my blood pressure reads dangerously high with a pounding headache and blurry vision
"Hello, is it fine to have yogurt on my diet?",GREEN,en:is it fine to have yogurt on my diet?
"Hello, can I eat bananas on my current diet?",GREEN,en:can I eat bananas on my current diet?
I have severe abdominal pain that won't go away since last night,RED,en:I have severe abdominal pain that won't go away {t}
"Please, can I switch to an evening dialysis slot?",GREEN,en:can I switch to an evening dialysis slot?
"দয়া করে জানাবেন, রক্ত পরীক্ষার আগে কি খালি পেটে থাকতে হবে?",GREEN,bn:রক্ত পরীক্ষার আগে কি খালি পেটে থাকতে হবে?
I had a kidney transplant last year and my back is hurting near my kidneys since this afternoon,YELLOW,en:my back is hurting near my kidneys {t}
"আমার কিডনির কার্যক্ষমতা কমে গেছে, গতকাল থেকে বুকে ব্যথা করছে",RED,bn:{t}বুকে ব্যথা করছে
"আমার কিডনি রোগ আছে, কয়েকদিন ধরে প্রস্রাব একদম বন্ধ হয়ে গেছে",RED,bn:{t}প্রস্রাব একদম বন্ধ হয়ে গেছে
"দয়া করে জানাবেন, আমার রিপোর্ট কি চলে এসেছে?",GREEN,bn:আমার রিপোর্ট কি চলে এসেছে?
I have stage 3 kidney disease and I've gained a few kilos since this afternoon and feel bloated,YELLOW,en:I've gained a few kilos {t} and feel bloated
My doctor said I have reduced kidney function and I am too weak to stand up for the last two days,RED,en:I am too weak to stand up {t}
"Good morning, can you send me a copy of my prescription?",GREEN,en:can you send me a copy of my prescription?
I have CKD and I noticed blood in my urine for the last two days,RED,en:I noticed blood in my urine {t}
I had a kidney transplant last year and I noticed blood in my urine for the last two days,RED,en:I noticed blood in my urine {t}
I have stage 3 kidney disease and I have pain near my kidneys since yesterday,YELLOW,en:I have pain near my kidneys {t}
My doctor said I have reduced kidney function and I'm having chest pain this morning,RED,en:I'm having chest pain {t}
I have stage 3 kidney disease and I feel dizzy when I stand up for a few days now,YELLOW,en:I feel dizzy when I stand up {t}
I have CKD and I've been feeling very tired and weak for a few days now,YELLOW,en:I've been feeling very tired and weak {t}
"As a kidney patient, my ankles puff up by the evening for the last two days",YELLOW,en:my ankles puff up by the evening {t}
"Please, is a bit of an upset stomach after meals normal for my condition?",GREEN,en:is a bit of an upset stomach after meals normal for my condition?
What should my daily water intake be?,GREEN,en:what should my daily water intake be?
"আসসালামু আলাইকুম, দিনে কতটুকু লবণ খাওয়া নিরাপদ?",GREEN,bn:দিনে কতটুকু লবণ খাওয়া নিরাপদ?
"As a kidney patient, I have a mild fever for the last two days",YELLOW,en:I have a mild fever {t}
I'm on dialysis and my bladder feels full but nothing will come since yesterday,RED,en:my bladder feels full but nothing will come {t}
"Please, should I bring my previous reports to the appointment?",GREEN,en:should I bring my previous reports to the appointment?
My doctor said I have reduced kidney function and I brought up blood this morning,RED,en:I brought up blood {t}
I had a kidney transplant last year and I am too weak to stand up since yesterday,RED,en:I am too weak to stand up {t}
"Since my kidney stone, I am so swollen that I cannot sleep lying down for a few days now",RED,en:I am so swollen that I cannot sleep lying down {t}
"Please, can I eat bananas on my current diet?",GREEN,en:can I eat bananas on my current diet?
"Since my kidney stone, there is froth in my urine over the past week",YELLOW,en:there is froth in my urine {t}
I have CKD and my urine looks foamy this morning,YELLOW,en:my urine looks foamy {t}
"Please, can I reschedule my lab test to the morning?",GREEN,en:can I reschedule my lab test to the morning?
My doctor said I have reduced kidney function and this is the worst headache I've ever had for a few days now,RED,en:this is the worst headache I've ever had {t}
I have severe abdominal pain that won't go away this morning,RED,en:I have severe abdominal pain that won't go away {t}
"Hi, I'd like to request a refill of my blood pressure medication",GREEN,en:I'd like to request a refill of my blood pressure medication
"কিডনি রোগী হিসেবে বলছি, দুই দিন ধরে খেতে ইচ্ছে করছে না",YELLOW,bn:{t}খেতে ইচ্ছে করছে না
"Since my kidney stone, there's blood when I pee since yesterday",RED,en:there's blood when I pee {t}
There is pressure across my chest for a few days now,RED,en:there is pressure across my chest {t}
"Please, I'd like to request a refill of my blood pressure medication",GREEN,en:I'd like to request a refill of my blood pressure medication
My urine has turned dark like cola and I feel terrible over the past week,RED,en:my urine has turned dark like cola and I feel terrible {t}
I had a kidney transplant last year and I am passing dark red urine over the past week,RED,en:I am passing dark red urine {t}
I have flank pain since last night,YELLOW,en:I have flank pain {t}
My doctor said I have reduced kidney function and my heartbeat feels irregular and I'm very weak and dizzy this morning,RED,en:my heartbeat feels irregular and I'm very weak and dizzy {t}
একটা প্রশ্ন ছিল - টমেটো খাওয়া যাবে কি?,GREEN,bn:টমেটো খাওয়া যাবে কি?
I have stage 3 kidney disease and my urine output seems lower than normal over the past week,YELLOW,en:my urine output seems lower than normal {t}
I had a kidney transplant last year and I feel dizzy when I stand up over the past week,YELLOW,en:I feel dizzy when I stand up {t}
একটা প্রশ্ন ছিল - প্রেসক্রিপশনের একটি কপি পাঠাতে পারবেন?,GREEN,bn:প্রেসক্রিপশনের একটি কপি পাঠাতে পারবেন?
Is it fine to have yogurt on my diet?,GREEN,en:is it fine to have yogurt on my diet?
"কিডনি রোগী হিসেবে বলছি, আজ সকাল থেকে আমি জ্ঞান হারিয়ে ফেলেছিলাম",RED,bn:{t}আমি জ্ঞান হারিয়ে ফেলেছিলাম
"As a kidney patient, I've had trouble concentrating and feel foggy over the past week",YELLOW,en:I've had trouble concentrating and feel foggy {t}
"আমার কিডনির কার্যক্ষমতা কমে গেছে, কাল রাত থেকে প্রস্রাবের সাথে রক্ত যাচ্ছে",RED,bn:{t}প্রস্রাবের সাথে রক্ত যাচ্ছে
"As a kidney patient, I have severe abdominal pain that won't go away since yesterday",RED,en:I have severe abdominal pain that won't go away {t}
"Since my kidney stone, my face looks puffy since this afternoon",YELLOW,en:my face looks puffy {t}
"Good morning, can I get my flu vaccination at the clinic?",GREEN,en:can I get my flu vaccination at the clinic?
"As a kidney patient, my urine is the colour of blood since last night",RED,en:my urine is the colour of blood {t}
Quick question - which foods are high in potassium that I should avoid?,GREEN,en:which foods are high in potassium that I should avoid?
"Good morning, I'd like to request a refill of my blood pressure medication",GREEN,en:I'd like to request a refill of my blood pressure medication
I had a kidney transplant last year and my ankles leave a dent when I press them for the last two days,YELLOW,en:my ankles leave a dent when I press them {t}
I have stage 3 kidney disease and I have been sleeping badly for the last two days,YELLOW,en:I have been sleeping badly {t}
"As a kidney patient, I feel severely confused for the last two days",RED,en:I feel severely confused {t}
I passed out since last night,RED,en:I passed out {t}
There's blood in my urine and it won't stop,RED,en:there's blood in my urine and it won't stop
I had a kidney transplant last year and I'm not urinating as much as I used to for a few days now,YELLOW,en:I'm not urinating as much as I used to {t}
My doctor said I have reduced kidney function and I've been sleeping badly and feel restless for the last two days,YELLOW,en:I've been sleeping badly and feel restless {t}
I have CKD and there's blood when I pee since this afternoon,RED,en:there's blood when I pee {t}
There's a metallic taste in my mouth since yesterday,YELLOW,en:there's a metallic taste in my mouth {t}
My doctor said I have reduced kidney function and I have not been able to pee since last night,RED,en:I have not been able to pee {t}
I had a kidney transplant last year and my urine is the colour of blood since this afternoon,RED,en:my urine is the colour of blood {t}
"আমি ডায়ালাইসিস নিচ্ছি, কাল রাত থেকে মাথা ঘোরাচ্ছে",YELLOW,bn:{t}মাথা ঘোরাচ্ছে
Which foods are high in potassium that I should avoid?,GREEN,en:which foods are high in potassium that I should avoid?
I have CKD and my urine smells different than usual over the past week,YELLOW,en:my urine smells different than usual {t}
"As a kidney patient, there is froth in my urine for the last two days",YELLOW,en:there is froth in my urine {t}
My doctor said I have reduced kidney function and I fainted this morning,RED,en:I fainted {t}
"Since my kidney stone, I'm extremely drowsy and can barely stay awake since this afternoon",RED,en:I'm extremely drowsy and can barely stay awake {t}
I have stage 3 kidney disease and I'm peeing much less than before for a few days now,YELLOW,en:I'm peeing much less than before {t}
"Since my kidney stone, I have mild abdominal discomfort for the last two days",YELLOW,en:I have mild abdominal discomfort {t}
I have CKD and I'm peeing much less than before this morning,YELLOW,en:I'm peeing much less than before {t}
I have CKD and I have pain near my kidneys over the past week,YELLOW,en:I have pain near my kidneys {t}
I had a kidney transplant last year and my blood pressure has been higher than usual since this afternoon,YELLOW,en:my blood pressure has been higher than usual {t}
"Hello, which foods are high in potassium that I should avoid?",GREEN,en:which foods are high in potassium that I should avoid?
"আমার কিডনি রোগ আছে, গতকাল থেকে প্রস্রাবে ফেনা হচ্ছে",YELLOW,bn:{t}প্রস্রাবে ফেনা হচ্ছে
"Since my kidney stone, there's a metallic taste in my mouth since last night",YELLOW,en:there's a metallic taste in my mouth {t}
My doctor said I have reduced kidney function and my abdominal pain is severe and I also have a high fever over the past week,RED,en:my abdominal pain is severe and I also have a high fever {t}
My doctor said I have reduced kidney function and I have a headache this morning,YELLOW,en:I have a headache {t}
"Hi, does the clinic open on weekends?",GREEN,en:does the clinic open on weekends?
How long does a routine checkup usually take?,GREEN,en:how long does a routine checkup usually take?
"Hello, do I need to fast before my blood test?",GREEN,en:do I need to fast before my blood test?
"Since my kidney stone, my urine has an unusual smell since yesterday",YELLOW,en:my urine has an unusual smell {t}
"Since my kidney stone, I have a nagging ache in my side for a few days now",YELLOW,en:I have a nagging ache in my side {t}
"As a kidney patient, I've been peeing blood since yesterday",RED,en:I've been peeing blood {t}
"Good morning, how long does a routine checkup usually take?",GREEN,en:how long does a routine checkup usually take?
আমার রিপোর্ট কি চলে এসেছে?,GREEN,bn:আমার রিপোর্ট কি চলে এসেছে?
"As a kidney patient, my legs and ankles have been swelling for a few days now",YELLOW,en:my legs and ankles have been swelling {t}
I had a kidney transplant last year and my stomach feels bloated after meals since this afternoon,YELLOW,en:my stomach feels bloated after meals {t}
"আমার কিডনির কার্যক্ষমতা কমে গেছে, কয়েকদিন ধরে অজ্ঞান হয়ে গিয়েছিলাম",RED,bn:{t}অজ্ঞান হয়ে গিয়েছিলাম
"আমার কিডনি রোগ আছে, আজ সকাল থেকে প্রস্রাবে রক্ত যাচ্ছে",RED,bn:{t}প্রস্রাবে রক্ত যাচ্ছে
"Since my kidney stone, my blood pressure readings are higher than normal since this afternoon",YELLOW,en:my blood pressure readings are higher than normal {t}
"Hi, can you send me a copy of my prescription?",GREEN,en:can you send me a copy of my prescription?
"As a kidney patient, I have felt feverish since last night",YELLOW,en:I have felt feverish {t}
আজ সকাল থেকে প্রস্রাবে ফেনা হচ্ছে,YELLOW,bn:{t}প্রস্রাবে ফেনা হচ্ছে
"আমি ডায়ালাইসিস নিচ্ছি, আজ সকাল থেকে বুকে চাপ লাগছে",RED,bn:{t}বুকে চাপ লাগছে
I have stage 3 kidney disease and I have not been able to pee since last night,RED,en:I have not been able to pee {t}
"As a kidney patient, I have a headache for the last two days",YELLOW,en:I have a headache {t}
গতকাল থেকে হালকা মাথাব্যথা করছে,YELLOW,bn:{t}হালকা মাথাব্যথা করছে
"As a kidney patient, I've had a dull headache and feel a bit off for the last two days",YELLOW,en:I've had a dull headache and feel a bit off {t}
Can I take paracetamol for a mild headache?,GREEN,en:can I take paracetamol for a mild headache?
"Since my kidney stone, my abdominal pain is severe and I also have a high fever over the past week",RED,en:my abdominal pain is severe and I also have a high fever {t}
"Hi, can I pay my bill online?",GREEN,en:can I pay my bill online?
My doctor said I have reduced kidney function and I cannot empty my bladder this morning,RED,en:I cannot empty my bladder {t}
"আমার কিডনির কার্যক্ষমতা কমে গেছে, কোমরে ব্যথা করছে",YELLOW,bn:{t}কোমরে ব্যথা করছে
I have CKD and I feel severely confused since yesterday,RED,en:I feel severely confused {t}
I have CKD and my chest feels squeezed since this afternoon,RED,en:my chest feels squeezed {t}
I have stage 3 kidney disease and my legs and ankles have been swelling since last night,YELLOW,en:my legs and ankles have been swelling {t}
"Hello, how long does a routine checkup usually take?",GREEN,en:how long does a routine checkup usually take?
"আমি ডায়ালাইসিস নিচ্ছি, দুই দিন ধরে হালকা মাথাব্যথা করছে",YELLOW,bn:{t}হালকা মাথাব্যথা করছে
"আমি ডায়ালাইসিস নিচ্ছি, আজ সকাল থেকে মাথা ঘোরাচ্ছে",YELLOW,bn:{t}মাথা ঘোরাচ্ছে
Quick question - I need to reschedule my appointment next week,GREEN,en:I need to reschedule my appointment next week
"Since my kidney stone, I have a headache for the last two days",YELLOW,en:I have a headache {t}
I had a kidney transplant last year and my chest feels tight and heavy this morning,RED,en:my chest feels tight and heavy {t}
I have some abdominal pain since this afternoon,YELLOW,en:I have some abdominal pain {t}
Can you send me a copy of my prescription?,GREEN,en:can you send me a copy of my prescription?
"As a kidney patient, I've had trouble concentrating and feel foggy for a few days now",YELLOW,en:I've had trouble concentrating and feel foggy {t}
"কিডনি রোগী হিসেবে বলছি, আজ সকাল থেকে রক্ত বমি হচ্ছে",RED,bn:{t}রক্ত বমি হচ্ছে
I'm on dialysis and I can't breathe properly since last night,RED,en:I can't breathe properly {t}
I cannot empty my bladder for the last two days,RED,en:I cannot empty my bladder {t}
My side hurts near where my kidney is since this afternoon,YELLOW,en:my side hurts near where my kidney is {t}
"Hello, is brown rice okay for my diet?",GREEN,en:is brown rice okay for my diet?
"Hi, can I take paracetamol for a mild headache?",GREEN,en:can I take paracetamol for a mild headache?
I have stage 3 kidney disease and I am so swollen that I cannot sleep lying down for the last two days,RED,en:I am so swollen that I cannot sleep lying down {t}
"As a kidney patient, I am too weak to stand up since this afternoon",RED,en:I am too weak to stand up {t}
"As a kidney patient, I've been peeing blood over the past week",RED,en:I've been peeing blood {t}
I had a kidney transplant last year and nothing comes out when I try to pee over the past week,RED,en:nothing comes out when I try to pee {t}
I have stage 3 kidney disease and there is pressure across my chest this morning,RED,en:there is pressure across my chest {t}
I have CKD and my ankles leave a dent when I press them for a few days now,YELLOW,en:my ankles leave a dent when I press them {t}
Quick question - can I book an appointment for next Monday?,GREEN,en:can I book an appointment for next Monday?
I had a kidney transplant last year and my urination has decreased for a few days now,YELLOW,en:my urination has decreased {t}
